,word,frequency,length
鍵盤jiànpán,鍵盤jiànpán,1,7,
上方shàngfāng,上方shàngfāng,1,9,
窄窄zhǎizhǎi,窄窄zhǎizhǎi,1,8,
觸控chùkòng,觸控chùkòng,1,7,
屏條píngtiáo,屏條píngtiáo,1,8,
下地xiàde dì,下地xiàde dì,1,8,
進球jìnqiú,進球jìnqiú,1,6,
行走xíngzǒu,行走xíngzǒu,1,7,
帕克pàkè,帕克pàkè,1,4,
安全局ānquánjú,安全局ānquánjú,1,8,
特工tègōng,特工tègōng,1,6,
活躍huóyuè,活躍huóyuè,1,6,
生效shēngxiào,生效shēngxiào,1,9,
北約běiyuē,北約běiyuē,1,6,
撤出chèchū,撤出chèchū,1,6,
撤銷chèxiāo,撤銷chèxiāo,1,7,
製裁zhìcái,製裁zhìcái,1,6,
制裁zhìcái,制裁zhìcái,1,6,
辭職cízhí,辭職cízhí,1,5,
藉記卡jíjìkǎ,藉記卡jíjìkǎ,1,6,
足協zúxié,足協zúxié,1,5,
萬斯wànsī,萬斯wànsī,1,5,
薩勒曼sàlēimàn,薩勒曼sàlēimàn,1,8,
宗主國zōngzhǔguó,宗主國zōngzhǔguó,1,10,
失去shīqù,失去shīqù,1,5,
相鄰xiānglín,相鄰xiānglín,1,8,
意識yìshí shì,意識yìshí shì,1,9,
無視wúshì,無視wúshì,1,5,
構成gòuchéng,構成gòuchéng,1,8,
分割fēngē,分割fēngē,1,5,
剩下shèngxià,剩下shèngxià,1,8,
警察們jǐngchámen,警察們jǐngchámen,1,10,
早晨zǎochén,早晨zǎochén,1,7,
製服zhìfú,製服zhìfú,1,5,
沙特阿拉伯國shātèālābóguó,沙特阿拉伯國shātèālābóguó,1,13,
監管局jiānguǎnjú,監管局jiānguǎnjú,1,10,
創下chuàngxià,創下chuàngxià,1,9,
局長júzhǎng,局長júzhǎng,1,7,
穆罕默德mùhǎnmòdé,穆罕默德mùhǎnmòdé,1,9,
傑登jiédēng,傑登jiédēng,1,7,
代替dàitì,代替dàitì,1,5,
政壇zhèngtán,政壇zhèngtán,1,8,
老手lǎoshǒu,老手lǎoshǒu,1,7,
石油shíyóu,石油shíyóu,1,6,
像是xiàngshì,像是xiàngshì,1,8,
小麥xiǎomài,小麥xiǎomài,1,7,
食用shíyòng,食用shíyòng,1,7,
幾十億jǐshíyì,幾十億jǐshíyì,1,7,
球qiú,球qiú,1,3,
此事cǐshì,此事cǐshì,1,5,
對外duìwài,對外duìwài,1,6,
陳腐chénfǔ,陳腐chénfǔ,1,6,
嵌入qiànrù,嵌入qiànrù,1,6,
賽季sàijì,賽季sàijì,1,5,
季末jìmò,季末jìmò,1,4,
網球wǎngqiú,網球wǎngqiú,1,7,
公開賽gōngkāisài,公開賽gōngkāisài,1,10,
轟動hōngdòng,轟動hōngdòng,1,8,
參賽者cānsàizhě,參賽者cānsàizhě,1,9,
小威廉姆斯xiǎowēiliánmǔsī,小威廉姆斯xiǎowēiliánmǔsī,1,15,
半決賽bànjuésài,半決賽bànjuésài,1,9,
里面lǐmiàn,里面lǐmiàn,1,6,
鬧鐘nàozhōng,鬧鐘nàozhōng,1,8,
應付yīngfù,應付yīngfù,1,6,
安息ānxī,安息ānxī,1,4,
石灰岩shíhuīyán,石灰岩shíhuīyán,1,9,
自滿zìmǎn,自滿zìmǎn,1,5,
墳墓fénmù,墳墓fénmù,1,5,
明確míngquè,明確míngquè,1,7,
傻shǎ,傻shǎ,1,3,
不行bùxíng,不行bùxíng,1,6,
君特jūntè,君特jūntè,1,5,
德dé,德dé,1,2,
布呂因bùlǚyīn,布呂因bùlǚyīn,1,7,
是否是shìfǒushì,是否是shìfǒushì,1,9,
親戚qīnqī,親戚qīnqī,1,5,
墜毀zhuìhuǐ,墜毀zhuìhuǐ,1,7,
調查者diàocházhě,調查者diàocházhě,1,10,
拉里lālǐ,拉里lālǐ,1,4,
科貝爾kēbèiěr,科貝爾kēbèiěr,1,7,
秒鐘miǎozhōng,秒鐘miǎozhōng,1,9,
買家mǎijiā,買家mǎijiā,1,6,
數百萬shùbǎiwàn,數百萬shùbǎiwàn,1,9,
庫恩kùēn,庫恩kùēn,1,4,
只好zhǐhǎo,只好zhǐhǎo,1,6,
搖搖頭yáoyáotóu,搖搖頭yáoyáotóu,1,9,
周報zhōubào,周報zhōubào,1,7,
質詢zhìxún,質詢zhìxún,1,6,
現金流xiànjīnliú,現金流xiànjīnliú,1,10,
魔幻móhuàn,魔幻móhuàn,1,6,
風琴fēngqín,風琴fēngqín,1,7,
奏起zòuqǐ,奏起zòuqǐ,1,5,
熱曲rèqū,熱曲rèqū,1,4,
土豆tǔdòu,土豆tǔdòu,1,5,
怪獸guàishòu,怪獸guàishòu,1,8,
博伊bóyī,博伊bóyī,1,4,
斯特sītè,斯特sītè,1,4,
西蒙xīméng,西蒙xīméng,1,6,
破舊pòjiù,破舊pòjiù,1,5,
危險wēixiǎn,危險wēixiǎn,1,7,
軍營jūnyíng,軍營jūnyíng,1,7,
規劃區guīhuàqū,規劃區guīhuàqū,1,8,
停止tíngzhǐ,停止tíngzhǐ,1,7,
群qún,群qún,1,3,
鴨子yāzi,鴨子yāzi,1,4,
款kuǎn,款kuǎn,1,4,
本機běnjī,本機běnjī,1,5,
極jí,極jí,1,2,
比佛利bǐfúlì,比佛利bǐfúlì,1,6,
有限yǒuxiàn,有限yǒuxiàn,1,7,
藉口jíkǒu,藉口jíkǒu,1,5,
電站diànzhàn,電站diànzhàn,1,8,
電台diàntái,電台diàntái,1,7,
緬懷帖miǎnhuáitiē,緬懷帖miǎnhuáitiē,1,11,
克里斯kèlǐsī,克里斯kèlǐsī,1,6,
欣喜xīnxǐ,欣喜xīnxǐ,1,5,
非洲人fēizhōurén,非洲人fēizhōurén,1,10,
澳大利亞隊àodàlìyàduì,澳大利亞隊àodàlìyàduì,1,11,
難道nándào,難道nándào,1,6,
神壇shéntán,神壇shéntán,1,7,
裂痕lièhén,裂痕lièhén,1,6,
彌補míbǔ,彌補míbǔ,1,4,
無路wúlù,無路wúlù,1,4,
具備jùbèi,具備jùbèi,1,5,
強硬qiángyìng,強硬qiángyìng,1,9,
溫柔wēnróu,溫柔wēnróu,1,6,
很棒hěnbàng,很棒hěnbàng,1,7,
乘風破浪chéngfēngpòlàng,乘風破浪chéngfēngpòlàng,1,15,
寧願níngyuàn,寧願níngyuàn,1,8,
沖chōng,沖chōng,1,5,
圍wéi,圍wéi,1,3,
朝上cháoshàng,朝上cháoshàng,1,9,
杯子bēizi,杯子bēizi,1,5,
小球xiǎoqiú,小球xiǎoqiú,1,7,
彈來dànlái,彈來dànlái,1,6,
布什bùshén,布什bùshén,1,6,
燃煤ránméi,燃煤ránméi,1,6,
冷戰lěngzhàn,冷戰lěngzhàn,1,8,
城內chéngnèi,城內chéngnèi,1,8,
場面chǎngmiàn,場面chǎngmiàn,1,9,
眼前yǎnqián,眼前yǎnqián,1,7,
克斯蒂文kèsīdìwén,克斯蒂文kèsīdìwén,1,9,
以北yǐběi,以北yǐběi,1,5,
懷念huáiniàn,懷念huáiniàn,1,8,
納稅人nàshuìrén,納稅人nàshuìrén,1,9,
克里斯蒂安kèlǐsīdìān,克里斯蒂安kèlǐsīdìān,1,10,
沃爾瑪爾wòěrmǎěr,沃爾瑪爾wòěrmǎěr,1,8,
參賽cānsài,參賽cānsài,1,6,
富裕fùyù,富裕fùyù,1,4,
薩拉sàlā,薩拉sàlā,1,4,
奧爾尼àoěrní,奧爾尼àoěrní,1,6,
黨鞭dǎngbiān,黨鞭dǎngbiān,1,8,
分居fēnjū,分居fēnjū,1,5,
仁慈réncí,仁慈réncí,1,5,
處之泰然chùzhītàirán,處之泰然chùzhītàirán,1,12,
實在shízài,實在shízài,1,6,
怒不可遏nùbùkěè,怒不可遏nùbùkěè,1,7,
船上chuánshàng,船上chuánshàng,1,10,
維加wéijiā,維加wéijiā,1,6,
久遠jiǔyuǎn,久遠jiǔyuǎn,1,7,
德里délǐ,德里délǐ,1,4,
巴達爾普爾bādáěrpǔěr,巴達爾普爾bādáěrpǔěr,1,10,
彈去dànqù,彈去dànqù,1,5,
橄欖球gǎnlǎnqiú,橄欖球gǎnlǎnqiú,1,9,
錦標jǐnbiāo,錦標jǐnbiāo,1,7,
賽sài,賽sài,1,3,
共處gòngchù,共處gòngchù,1,7,
優異yōuyì,優異yōuyì,1,5,
紐約市niǔyuēshì,紐約市niǔyuēshì,1,9,
總局zǒngjú,總局zǒngjú,1,6,
哈佛hāfú,哈佛hāfú,1,4,
商shāng,商shāng,1,5,
學歷xuélì,學歷xuélì,1,5,
做到zuòdào,做到zuòdào,1,6,
唐納tángnà,唐納tángnà,1,6,
川普chuānpǔ,川普chuānpǔ,1,7,
歧視者qíshìzhě,歧視者qíshìzhě,1,8,
總指揮zǒngzhǐhuī,總指揮zǒngzhǐhuī,1,10,
極其jíqí,極其jíqí,1,4,
合格hégé,合格hégé,1,4,
信貸xìndài,信貸xìndài,1,6,
借貸jièdài,借貸jièdài,1,6,
理由lǐyóu,理由lǐyóu,1,5,
勞工láogōng,勞工láogōng,1,7,
足夠zúgòu,足夠zúgòu,1,5,
樂購lègòu,樂購lègòu,1,5,
返現fǎnxiàn,返現fǎnxiàn,1,7,
免費miǎnfèi,免費miǎnfèi,1,7,
有利yǒulì,有利yǒulì,1,5,
成見chéngjiàn,成見chéngjiàn,1,9,
分歧fēnqí,分歧fēnqí,1,5,
擯除bìnchú,擯除bìnchú,1,6,
嚴刑yánxíng,嚴刑yánxíng,1,7,
戰意zhànyì,戰意zhànyì,1,6,
高昂gāoáng,高昂gāoáng,1,6,
立刻lìkè,立刻lìkè,1,4,
動盪dòngdàng,動盪dòngdàng,1,8,
向來xiànglái,向來xiànglái,1,8,
鷹派yīngpài,鷹派yīngpài,1,7,
傾向qīngxiàng,傾向qīngxiàng,1,9,
著稱zhechēng,著稱zhechēng,1,8,
厭戰yànzhàn,厭戰yànzhàn,1,7,
民意mínyì,民意mínyì,1,5,
密碼mìmǎ,密碼mìmǎ,1,4,
接近jiējìn,接近jiējìn,1,6,
遇上yùshàng,遇上yùshàng,1,7,
麻煩máfán,麻煩máfán,1,5,
下配xiàpèi,下配xiàpèi,1,6,
意思yìsī,意思yìsī,1,4,
納粹nàcuì,納粹nàcuì,1,5,
分開fēnkāi,分開fēnkāi,1,6,
角落jiǎoluò,角落jiǎoluò,1,7,
頭巾tóujīn,頭巾tóujīn,1,6,
牛仔褲niúzǐkù,牛仔褲niúzǐkù,1,7,
心靈xīnlíng,心靈xīnlíng,1,7,
戰斗zhàndòu dǒu,戰斗zhàndòu dǒu,1,11,
國防部guófángbù,國防部guófángbù,1,9,
剛滿gāngmǎn,剛滿gāngmǎn,1,7,
北卡羅萊納州běikǎluóláinàzhōu,北卡羅萊納州běikǎluóláinàzhōu,1,17,
坎貝爾kǎnbèiěr,坎貝爾kǎnbèiěr,1,8,
應對yīngduì,應對yīngduì,1,7,
註冊zhùcè,註冊zhùcè,1,5,
困難kùnnán,困難kùnnán,1,6,
新老想法xīnlǎoxiǎngfǎ,新老想法xīnlǎoxiǎngfǎ,1,13,
交織jiāozhī,交織jiāozhī,1,7,
奇特qítè,奇特qítè,1,4,
察覺chájué,察覺chájué,1,6,
辭令cílìng,辭令cílìng,1,6,
不一致bùyīzhì,不一致bùyīzhì,1,7,
似曾相識shìcéngxiāngshí shì,似曾相識shìcéngxiāngshí shì,1,19,
應yīng,應yīng,1,4,
經濟學家jīngjìxuéjiā,經濟學家jīngjìxuéjiā,1,12,
採用cǎiyòng,採用cǎiyòng,1,7,
蹩腳biéjiǎo,蹩腳biéjiǎo,1,7,
執政zhízhèng,執政zhízhèng,1,8,
體制tǐzhì,體制tǐzhì,1,5,
持久chíjiǔ,持久chíjiǔ,1,6,
蘇拉sūlā,蘇拉sūlā,1,4,
相似性xiāngshìxìng,相似性xiāngshìxìng,1,12,
抹殺mǒshā,抹殺mǒshā,1,5,
牠們tāmen,牠們tāmen,1,5,
看看kànkàn,看看kànkàn,1,6,
法案fǎàn,法案fǎàn,1,4,
轟炸hōngzhà,轟炸hōngzhà,1,7,
考試kǎoshì,考試kǎoshì,1,6,
鎮區zhènqū,鎮區zhènqū,1,6,
呼籲者hūyùzhě,呼籲者hūyùzhě,1,7,
女孩們nǚháimen,女孩們nǚháimen,1,8,
擁抱yōngbào,擁抱yōngbào,1,7,
自身zìshēn,自身zìshēn,1,6,
審美shěnměi,審美shěnměi,1,7,
傳遍chuánbiàn,傳遍chuánbiàn,1,9,
一旦yīdàn,一旦yīdàn,1,5,
派對pàiduì,派對pàiduì,1,6,
輕視qīngshì,輕視qīngshì,1,7,
行業xíngyè,行業xíngyè,1,6,
相關者xiāngguānzhě,相關者xiāngguānzhě,1,12,
反饋fǎnkuì,反饋fǎnkuì,1,6,
科研kēyán,科研kēyán,1,5,
奢侈品shēchǐpǐn,奢侈品shēchǐpǐn,1,9,
碎片suìpiàn,碎片suìpiàn,1,7,
赤道chìdào,赤道chìdào,1,6,
圓環yuánhuán,圓環yuánhuán,1,8,
重力zhònglì,重力zhònglì,1,7,
拉到lādào,拉到lādào,1,5,
月亮yuèliàng,月亮yuèliàng,1,8,
懸而未決xuánérwèijué,懸而未決xuánérwèijué,1,12,
希爾斯堡xīěrsībǎo,希爾斯堡xīěrsībǎo,1,9,
教堂山jiàotángshān,教堂山jiàotángshān,1,12,
夫人fūrén,夫人fūrén,1,5,
刻薄kèbáo bó,刻薄kèbáo bó,1,8,
卡雷爾kǎléiěr,卡雷爾kǎléiěr,1,7,
善解shànjiě,善解shànjiě,1,7,
說話shuōhuà,說話shuōhuà,1,7,
尼羅河níluóhé,尼羅河níluóhé,1,7,
氾濫fán fànlàn,氾濫fán fànlàn,1,10,
殺掉shādiào,殺掉shādiào,1,7,
法老王fǎlǎowáng,法老王fǎlǎowáng,1,9,
理智lǐzhì,理智lǐzhì,1,5,
其它qítā,其它qítā,1,4,
基金會jījīnhuì,基金會jījīnhuì,1,8,
排字版páizìbǎn,排字版páizìbǎn,1,8,
不願bùyuàn,不願bùyuàn,1,6,
看見kànjiàn,看見kànjiàn,1,7,
草稿cǎogǎo,草稿cǎogǎo,1,6,
似shì,似shì,1,3,
影印版yǐngyìnbǎn,影印版yǐngyìnbǎn,1,10,
電郵diànyóu,電郵diànyóu,1,7,
通信tōngxìn,通信tōngxìn,1,7,
著手zheshǒu,著手zheshǒu,1,7,
探究tànjiū,探究tànjiū,1,6,
字源zìyuán,字源zìyuán,1,6,
愛麗絲àilìsī,愛麗絲àilìsī,1,6,
每幅měifú,每幅měifú,1,5,
展出zhǎnchū,展出zhǎnchū,1,7,
院校yuànxiào,院校yuànxiào,1,8,
卡普蘭kǎpǔlán,卡普蘭kǎpǔlán,1,7,
恐懼kǒngjù,恐懼kǒngjù,1,6,
閱讀yuèdú,閱讀yuèdú,1,5,
神經shénjīng,神經shénjīng,1,8,
人意rényì,人意rényì,1,5,
感受gǎnshòu,感受gǎnshòu,1,7,
扮演者bànyǎnzhě,扮演者bànyǎnzhě,1,9,
加劇jiājù,加劇jiājù,1,5,
廢話fèihuà,廢話fèihuà,1,6,
威脅wēixié,威脅wēixié,1,6,
堆duī,堆duī,1,3,
扭niǔ,扭niǔ,1,3,
屁股pìgǔ,屁股pìgǔ,1,4,
筆記本bǐjìběn,筆記本bǐjìběn,1,7,
清晰度qīngxīdù,清晰度qīngxīdù,1,8,
熬夜áoyè,熬夜áoyè,1,4,
極低jídī,極低jídī,1,4,
瘋傳fēngchuán,瘋傳fēngchuán,1,9,
複興fùxìng,複興fùxìng,1,6,
具jù,具jù,1,2,
不適bùshì,不適bùshì,1,5,
柏拉圖bǎi bólātú,柏拉圖bǎi bólātú,1,10,
精心jīngxīn,精心jīngxīn,1,7,
培育péiyù,培育péiyù,1,5,
守護者們shǒuhùzhěmen,守護者們shǒuhùzhěmen,1,12,
近幾jìnjǐ,近幾jìnjǐ,1,5,
拿到nádào,拿到nádào,1,5,
持卡人chíkǎrén,持卡人chíkǎrén,1,8,
有意yǒuyì,有意yǒuyì,1,5,
葉yè,葉yè,1,2,
鯰魚niányú,鯰魚niányú,1,6,
誓言shìyán,誓言shìyán,1,6,
牽涉qiānshè,牽涉qiānshè,1,7,
立法會lìfǎhuì,立法會lìfǎhuì,1,7,
議員yìyuán,議員yìyuán,1,6,
宣誓xuānshì,宣誓xuānshì,1,7,
親qīn,親qīn,1,3,
立法者lìfǎzhě,立法者lìfǎzhě,1,7,
就任jiùrèn,就任jiùrèn,1,6,
防止fángzhǐ,防止fángzhǐ,1,7,
市內shìnèi,市內shìnèi,1,6,
癱瘓tānhuàn,癱瘓tānhuàn,1,7,
防備fángbèi,防備fángbèi,1,7,
波bō,波bō,1,2,
安德魯āndélǔ,安德魯āndélǔ,1,6,
馬mǎ,馬mǎ,1,2,
坦白tǎnbái,坦白tǎnbái,1,6,
在此zàicǐ,在此zàicǐ,1,5,
終結zhōngjié,終結zhōngjié,1,8,
連lián,連lián,1,4,
弱項ruòxiàng,弱項ruòxiàng,1,8,
主場zhǔchǎng,主場zhǔchǎng,1,8,
蒙特卡羅méngtèkǎluó,蒙特卡羅méngtèkǎluó,1,11,
活蟾蜍huóchánchú,活蟾蜍huóchánchú,1,10,
樹皮shùpí,樹皮shùpí,1,5,
貸款dàikuǎn,貸款dàikuǎn,1,7,
檳榔樹bīnlángshù,檳榔樹bīnlángshù,1,10,
叫做jiàozuò,叫做jiàozuò,1,7,
列表lièbiǎo,列表lièbiǎo,1,7,
涉及shèjí,涉及shèjí,1,5,
貝靈漢bèilínghàn,貝靈漢bèilínghàn,1,10,
尖塔jiāntǎ,尖塔jiāntǎ,1,6,
閃shǎn,閃shǎn,1,4,
帽子màozi,帽子màozi,1,5,
守衛shǒuwèi,守衛shǒuwèi,1,7,
站台zhàntái,站台zhàntái,1,7,
敲輪員qiāolúnyuán,敲輪員qiāolúnyuán,1,11,
沿著yánzhe,沿著yánzhe,1,6,
錘子chuízi,錘子chuízi,1,6,
輕輕qīngqīng,輕輕qīngqīng,1,8,
敲擊qiāojī,敲擊qiāojī,1,6,
起落架qǐluòjià,起落架qǐluòjià,1,8,
逛guàng,逛guàng,1,5,
早市zǎoshì,早市zǎoshì,1,6,
棒棒糖bàngbàngtáng,棒棒糖bàngbàngtáng,1,12,
黃蜂繭huángfēngjiǎn,黃蜂繭huángfēngjiǎn,1,13,
普遍pǔbiàn,普遍pǔbiàn,1,6,
蛹yǒng,蛹yǒng,1,4,
美味měiwèi,美味měiwèi,1,6,
水牛shuǐniú,水牛shuǐniú,1,7,
伯諾瓦bónuòwǎ,伯諾瓦bónuòwǎ,1,7,
帕爾雷pàěrléi,帕爾雷pàěrléi,1,7,
對打duìdǎ,對打duìdǎ,1,5,
情景qíngjǐng,情景qíngjǐng,1,8,
不差bùchà chā,不差bùchà chā,1,9,
有望yǒuwàng,有望yǒuwàng,1,7,
有獎yǒujiǎng,有獎yǒujiǎng,1,8,
債券獎zhàiquànjiǎng,債券獎zhàiquànjiǎng,1,13,
普通pǔtōng,普通pǔtōng,1,6,
區別qūbié,區別qūbié,1,5,
溢價yìjià,溢價yìjià,1,5,
籌募chóumù,籌募chóumù,1,6,
投資者們tóuzīzhěmen,投資者們tóuzīzhěmen,1,11,
成群結隊chéngqúnjiéduì,成群結隊chéngqúnjiéduì,1,14,
投到tóudào,投到tóudào,1,6,
緊隨jǐnsuí,緊隨jǐnsuí,1,6,
英傑華yīngjiéhuá,英傑華yīngjiéhuá,1,10,
收益型shōuyìxíng,收益型shōuyìxíng,1,10,
高收益型gāoshōuyìxíng,高收益型gāoshōuyìxíng,1,13,
資產zīchǎn,資產zīchǎn,1,6,
貶值biǎnzhí,貶值biǎnzhí,1,7,
獲利huòlì,獲利huòlì,1,5,
阿迪達斯ādídásī,阿迪達斯ādídásī,1,7,
漂浮piàofú,漂浮piàofú,1,6,
各地gède dì,各地gède dì,1,7,
廢料fèiliào,廢料fèiliào,1,7,
鞋子xiézi,鞋子xiézi,1,5,
運氣yùnqì,運氣yùnqì,1,5,
收費制shōufèizhì,收費制shōufèizhì,1,10,
預付款yùfùkuǎn,預付款yùfùkuǎn,1,8,
迪斯dísī,迪斯dísī,1,4,
失常shīcháng,失常shīcháng,1,8,
戴維斯盃dàiwéisībēi,戴維斯盃dàiwéisībēi,1,11,
負擔fùdān,負擔fùdān,1,5,
霍普利huòpǔlì,霍普利huòpǔlì,1,7,
風險fēngxiǎn,風險fēngxiǎn,1,8,
飆升biāoshēng,飆升biāoshēng,1,9,
數百億shùbǎiyì,數百億shùbǎiyì,1,8,
執行官zhíxíngguān,執行官zhíxíngguān,1,11,
製造廠zhìzàochǎng,製造廠zhìzàochǎng,1,11,
赫伯特hèbótè,赫伯特hèbótè,1,6,
提拔tíbá,提拔tíbá,1,4,
昂貴ángguì,昂貴ángguì,1,6,
脫tuō,脫tuō,1,3,
收縮shōusuō,收縮shōusuō,1,7,
其實qíshí,其實qíshí,1,5,
樂觀lèguān,樂觀lèguān,1,6,
零售língshòu,零售língshòu,1,8,
批發pīfā,批發pīfā,1,4,
受限shòuxiàn,受限shòuxiàn,1,8,
赤字chìzì,赤字chìzì,1,5,
用量yòngliàng,用量yòngliàng,1,9,
固定gùdìng,固定gùdìng,1,6,
威懾wēishè,威懾wēishè,1,6,
迷惑míhuò,迷惑míhuò,1,5,
陷阱xiànjǐng,陷阱xiànjǐng,1,8,
傑夫jiéfū,傑夫jiéfū,1,5,
發掘fājué,發掘fājué,1,5,
法蘭克fǎlánkè,法蘭克fǎlánkè,1,7,
模特mótè,模特mótè,1,4,
大笑dàxiào,大笑dàxiào,1,6,
理所當然lǐsuǒdāngrán,理所當然lǐsuǒdāngrán,1,12,
辦公室bàngōngshì,辦公室bàngōngshì,1,10,
景觀jǐngguān,景觀jǐngguān,1,8,
一點點yīdiǎndiǎn,一點點yīdiǎndiǎn,1,10,
溫特wēntè,溫特wēntè,1,5,
一會yīhuì,一會yīhuì,1,5,
拍到pāidào,拍到pāidào,1,6,
采訪cǎifǎng,采訪cǎifǎng,1,7,
戴上dàishàng,戴上dàishàng,1,8,
眼鏡yǎnjìng,眼鏡yǎnjìng,1,7,
越野賽yuèyěsài,越野賽yuèyěsài,1,8,
越多yuèduō,越多yuèduō,1,6,
越yuè,越yuè,1,3,
把玩bǎwán,把玩bǎwán,1,5,
天真tiānzhēn,天真tiānzhēn,1,8,
最壞zuìhuài,最壞zuìhuài,1,7,
射擊場shèjīchǎng,射擊場shèjīchǎng,1,10,
藉機jíjī,藉機jíjī,1,4,
推卸tuīxiè,推卸tuīxiè,1,6,
成就展chéngjiùzhǎn,成就展chéngjiùzhǎn,1,12,
畢業生bìyèshēng,畢業生bìyèshēng,1,9,
北安普頓běiānpǔdùn,北安普頓běiānpǔdùn,1,10,
聽到tīngdào,聽到tīngdào,1,7,
利率lìlǜ,利率lìlǜ,1,4,
硫liú,硫liú,1,3,
土壤tǔrǎng,土壤tǔrǎng,1,6,
快進kuàijìn,快進kuàijìn,1,7,
酸雨雲suānyǔyún,酸雨雲suānyǔyún,1,9,
陽光yángguāng,陽光yángguāng,1,9,
荒誕不經huāngdànbùjīng,荒誕不經huāngdànbùjīng,1,14,
髮指fà fǎzhǐ,髮指fà fǎzhǐ,1,8,
自尊zìzūn,自尊zìzūn,1,5,
抗爭kàngzhēng,抗爭kàngzhēng,1,9,
噪音zàoyīn,噪音zàoyīn,1,6,
五彩繽紛wǔcǎibīnfēn,五彩繽紛wǔcǎibīnfēn,1,11,
煩躁fánzào,煩躁fánzào,1,6,
可怕kěpà,可怕kěpà,1,4,
洛克luòkè,洛克luòkè,1,5,
呼吸hūxī,呼吸hūxī,1,4,
充斥chōngchì,充斥chōngchì,1,8,
復古味fùgǔwèi,復古味fùgǔwèi,1,7,
陶醉táozuì,陶醉táozuì,1,6,
圖案túàn,圖案túàn,1,4,
搬到bāndào,搬到bāndào,1,6,
珠寶zhūbǎo,珠寶zhūbǎo,1,6,
政策部zhèngcèbù,政策部zhèngcèbù,1,9,
諾特nuòtè,諾特nuòtè,1,5,
傻子shǎzi,傻子shǎzi,1,5,
禁令jìnlìng,禁令jìnlìng,1,7,
比目魚bǐmùyú,比目魚bǐmùyú,1,6,
鰈魚diéyú,鰈魚diéyú,1,5,
明太魚míngtàiyú,明太魚míngtàiyú,1,9,
聲明shēngmíng,聲明shēngmíng,1,9,
購物gòuwù,購物gòuwù,1,5,
古希臘gǔxīlà,古希臘gǔxīlà,1,6,
集市jíshì,集市jíshì,1,5,
受邀shòuyāo,受邀shòuyāo,1,7,
李lǐ,李lǐ,1,2,
博士bóshì,博士bóshì,1,5,
厭惡yànè,厭惡yànè,1,4,
輕易qīngyì,輕易qīngyì,1,6,
野獸yěshòu,野獸yěshòu,1,6,
開發kāifā,開發kāifā,1,5,
有效yǒuxiào,有效yǒuxiào,1,7,
防御fángyù,防御fángyù,1,6,
需xū,需xū,1,2,
技能jìnéng,技能jìnéng,1,6,
脆弱cuìruò,脆弱cuìruò,1,6,
外來wàilái,外來wàilái,1,6,
防火牆fánghuǒqiáng,防火牆fánghuǒqiáng,1,12,
奏效zòuxiào,奏效zòuxiào,1,7,
設置shèzhì,設置shèzhì,1,6,
龍利魚lónglìyú,龍利魚lónglìyú,1,8,
愛爾蘭海àiěrlánhǎi,愛爾蘭海àiěrlánhǎi,1,10,
產chǎn,產chǎn,1,4,
甚麽shénmó,甚麽shénmó,1,6,
授權shòuquán,授權shòuquán,1,8,
鳥類niǎolèi,鳥類niǎolèi,1,7,
領導人們lǐngdǎorénmen,領導人們lǐngdǎorénmen,1,13,
請願書qǐngyuànshū,請願書qǐngyuànshū,1,11,
作者zuòzhě,作者zuòzhě,1,6,
艾弗里àifúlǐ,艾弗里àifúlǐ,1,6,
克kè,克kè,1,2,
帕克漢姆pàkèhànmǔ,帕克漢姆pàkèhànmǔ,1,9,
錯cuò,錯cuò,1,3,
那麽nàmó,那麽nàmó,1,4,
中午zhōngwǔ,中午zhōngwǔ,1,7,
滅絕mièjué,滅絕mièjué,1,6,
摩洛哥móluògē,摩洛哥móluògē,1,7,
日程rìchéng,日程rìchéng,1,7,
屆時jièshí,屆時jièshí,1,6,
發達fādá,發達fādá,1,4,
相互xiānghù,相互xiānghù,1,7,
抱負bàofù,抱負bàofù,1,5,
提問tíwèn,提問tíwèn,1,5,
訴訟sùsòng,訴訟sùsòng,1,6,
捕撈bǔlāo,捕撈bǔlāo,1,5,
上限shàngxiàn,上限shàngxiàn,1,9,
欺凌qīlíng,欺凌qīlíng,1,6,
訪談fǎngtán,訪談fǎngtán,1,7,
刺激cìjī,刺激cìjī,1,4,
自行zìxíng,自行zìxíng,1,6,
發fā,發fā,1,2,
有用yǒuyòng,有用yǒuyòng,1,7,
超能力chāonénglì,超能力chāonénglì,1,10,
方案fāngàn,方案fāngàn,1,6,
盈利yínglì,盈利yínglì,1,6,
情報qíngbào,情報qíngbào,1,7,
認證rènzhèng,認證rènzhèng,1,8,
設立shèlì,設立shèlì,1,5,
質疑zhìyí,質疑zhìyí,1,5,
此前cǐqián,此前cǐqián,1,6,
撰稿人zhuàngǎorén,撰稿人zhuàngǎorén,1,11,
噴氣機pēnqìjī,噴氣機pēnqìjī,1,7,
硬件yìngjiàn,硬件yìngjiàn,1,8,
殲擊機jiānjījī,殲擊機jiānjījī,1,8,
展會zhǎnhuì,展會zhǎnhuì,1,7,
民mín,民mín,1,3,
野心yěxīn,野心yěxīn,1,5,
替tì,替tì,1,2,
毀壞huǐhuài,毀壞huǐhuài,1,7,
黑客hēikè,黑客hēikè,1,5,
論壇lùntán,論壇lùntán,1,6,
創始人chuàngshǐrén,創始人chuàngshǐrén,1,12,
